Seconds,ECG,pitch,roll,heading,GyrZ,Glide_Controller,Depth,Heart_Rate,Stroke_Rate,Heart_Detected,Stroke_Detected
61437.4,9.681412,2.03682,158.9637,-151.0834,0.0163261,1,221.0208,34.83501,0.1169369,0,0
61437.5,1.438227,2.03682,158.9637,-151.0834,0.0163261,1,221.0208,34.83501,0.1169369,0,0
61437.6,-12.41146,1.501905,158.7879,-154.1706,0.01605177,1,221.0479,34.83501,0.1169369,0,0
61437.7,-88.13642,1.501905,158.7879,-154.1706,0.01605177,1,221.0479,34.83501,0.1169369,0,0
61437.8,-120.9057,1.063,158.6671,-155.6868,0.01617247,1,221.0615,34.83501,0.1169369,0,0
61437.9,-148.8436,1.063,158.6671,-155.6868,0.01617247,1,221.0615,34.83501,0.1169369,0,0
61438,-185.8317,0.3333218,158.6341,-155.9834,0.01548116,1,221.075,34.83501,0.1169369,0,0
61438.1,-97.28227,0.3333218,158.6341,-155.9834,0.01548116,1,221.075,34.83501,0.1169369,0,0
61438.2,23.43714,-0.3305213,158.3595,-156.9118,0.01499834,1,221.0886,34.83501,0.1169369,0,0
61438.3,109.7145,-0.3305213,158.3595,-156.9118,0.01499834,1,221.0886,34.83501,0.1169369,0,0
61438.4,178.3429,-0.752966,158.354,-157.9884,0.01472401,1,221.1157,34.83501,0.1169369,0,0
61438.5,231.308,-0.752966,158.354,-157.9884,0.01472401,1,221.1157,34.42143,0.1169369,1,0
61438.6,257.9647,-1.370176,158.4034,-159.8726,0.01463623,1,221.1428,33.59427,0.1169369,0,0
61438.7,178.6816,-1.370176,158.4034,-159.8726,0.01463623,1,221.1428,33.59427,0.1169369,0,0
61438.8,57.99538,-2.003844,158.2606,-160.2956,0.01502029,1,221.197,33.59427,0.1169369,0,0
61438.9,3.450532,-2.003844,158.2606,-160.2956,0.01502029,1,221.197,33.59427,0.1169369,0,0
61439,-26.69648,-2.500354,158.008,-158.7959,0.01461428,1,221.2241,33.59427,0.1169369,0,0
61439.1,-25.60657,-2.500354,158.008,-158.7959,0.01461428,1,221.2241,33.59427,0.1169369,0,0
61439.2,-26.79272,-3.164197,158.0904,-160.2571,0.01418633,1,221.2241,33.59427,0.1169369,0,0
61439.3,-34.65523,-3.164197,158.0904,-160.2571,0.01418633,1,221.2241,33.59427,0.1169369,0,0
61439.4,-31.44207,-4.143501,158.2002,-163.7179,0.01399978,1,221.2512,33.59427,0.1169369,0,0
61439.5,-30.37491,-4.143501,158.2002,-163.7179,0.01399978,1,221.2512,33.59427,0.1169369,0,0
61439.6,-30.24569,-4.821061,157.8542,-163.4267,0.01322069,1,221.2783,33.59427,0.1169369,0,0
61439.7,-32.37293,-4.821061,157.8542,-163.4267,0.01322069,1,221.2783,33.59427,0.1169369,0,0
61439.8,-26.86485,-5.375178,157.7333,-162.9323,0.01283663,1,221.3325,33.59427,0.1169369,0,0
61439.9,-21.38094,-5.375178,157.7333,-162.9323,0.01283663,1,221.3325,33.59427,0.1169369,0,0
61440,-15.54135,-6.291388,157.9585,-166.3986,0.01295733,1,221.3596,33.59427,0.1169369,0,0
61440.1,-21.07692,-6.291388,157.9585,-166.3986,0.01295733,1,221.3596,33.59427,0.1169369,0,0
61440.2,-17.17922,-7.202117,157.8487,-166.014,0.01257327,1,221.3867,33.59427,0.1169369,0,0
61440.3,23.66355,-7.202117,157.8487,-166.014,0.01257327,1,221.3867,37.47421,0.1169369,1,0
61440.4,-29.15121,-7.846756,157.5576,-165.0253,0.01205753,1,221.4002,45.23409,0.1169369,0,0
61440.5,-70.49956,-7.846756,157.5576,-165.0253,0.01205753,1,221.4002,45.23409,0.1169369,0,0
61440.6,-73.43666,-8.367954,157.596,-167.673,0.0119478,1,221.3867,45.23409,0.1169369,0,0
61440.7,-43.40165,-8.367954,157.596,-167.673,0.0119478,1,221.3867,45.23409,0.1169369,0,0
61440.8,11.70659,-9.067457,157.6839,-168.854,0.01125649,1,221.4273,45.23409,0.1169369,0,0
61440.9,50.52466,-9.067457,157.6839,-168.854,0.01125649,1,221.4273,45.23409,0.1169369,0,0
61441,79.48269,-9.813595,157.5466,-169.2496,0.01066394,1,221.4545,45.23409,0.1169369,0,0
61441.1,92.33035,-9.813595,157.5466,-169.2496,0.01066394,1,221.4545,45.23409,0.1169369,0,0
61441.2,93.2074,-10.5323,157.4038,-169.3594,0.01032377,1,221.4545,45.23409,0.1169369,0,0
61441.3,81.98593,-10.5323,157.4038,-169.3594,0.01032377,1,221.4545,45.23409,0.1169369,0,0
61441.4,68.96242,-11.32233,157.1292,-169.4418,0.009928736,1,221.4951,45.23409,0.1169369,0,0
61441.5,17.31021,-11.32233,157.1292,-169.4418,0.009928736,1,221.4951,45.23409,0.1169369,0,0
61441.6,-10.33757,-11.92308,156.7941,-170.4251,0.01011528,1,221.5358,45.23409,0.1169369,0,0
61441.7,-27.85881,-11.92308,156.7941,-170.4251,0.01011528,1,221.5358,46.26128,0.1169369,1,0
61441.8,-88.37228,-12.38667,156.6019,-171.3755,0.00993971,1,221.5764,48.31565,0.1169369,0,0
61441.9,-87.10922,-12.38667,156.6019,-171.3755,0.00993971,1,221.5764,48.31565,0.1169369,0,0
61442,-18.66144,-12.88318,156.6458,-172.8916,0.008666821,1,221.5764,48.31565,0.1169369,0,0
61442.1,4.01934,-12.88318,156.6458,-172.8916,0.008666821,1,221.5764,48.31565,0.1169369,0,0
61442.2,18.33937,-13.46473,156.6403,-172.7543,0.008677795,1,221.5764,48.31565,0.1169369,0,0
61442.3,6.850188,-13.46473,156.6403,-172.7543,0.008677795,1,221.5764,48.31565,0.1169369,0,0
61442.4,-17.45917,-13.97496,156.4865,-172.2379,0.00897407,1,221.6306,48.31565,0.1169369,0,0
61442.5,-35.17308,-13.97496,156.4865,-172.2379,0.00897407,1,221.6306,48.31565,0.1169369,0,0
61442.6,-52.02867,-14.31237,156.0856,-174.2429,0.007953565,1,221.6577,48.31565,0.1169369,0,0
61442.7,-55.3674,-14.31237,156.0856,-174.2429,0.007953565,1,221.6577,48.31565,0.1169369,0,0
61442.8,-72.85503,-14.79516,155.5528,-174.7703,0.007942592,1,221.6984,48.31565,0.1169369,0,0
61442.9,-24.84998,-14.79516,155.5528,-174.7703,0.007942592,1,221.6984,48.13714,0.1169369,1,0
61443,-1.606296,-15.22309,155.5088,-173.2322,0.007975511,1,221.739,47.78011,0.1169369,0,0
61443.1,20.21596,-15.22309,155.5088,-173.2322,0.007975511,1,221.739,47.78011,0.1169369,0,0
61443.2,76.78537,-15.6373,155.5912,-174.3473,0.007393933,1,221.739,47.78011,0.1169369,0,0
61443.3,93.47251,-15.6373,155.5912,-174.3473,0.007393933,1,221.739,47.78011,0.1169369,0,0
61443.4,82.97621,-15.90065,155.3496,-175.8305,0.007339067,1,221.7797,47.78011,0.1169369,0,0
61443.5,87.43289,-15.90065,155.3496,-175.8305,0.007339067,1,221.7797,47.78011,0.1169369,0,0
61443.6,93.89259,-16.17222,154.9926,-174.3363,0.00738296,1,221.8203,47.78011,0.1169369,0,0
61443.7,95.8247,-16.17222,154.9926,-174.3363,0.00738296,1,221.8203,47.78011,0.1169369,0,0
61443.8,84.09836,-16.21885,155.2342,-174.5176,0.006998899,1,221.8474,47.78011,0.1169369,0,0
61443.9,68.91876,-16.21885,155.2342,-174.5176,0.006998899,1,221.8474,47.78011,0.1169369,0,0
61444,37.11123,-16.03232,155.4979,-176.638,0.006823328,1,221.8474,47.78011,0.1169369,0,0
61444.1,10.25852,-16.03232,155.4979,-176.638,0.006823328,1,221.8474,47.78011,0.1169369,0,0
61444.2,28.85853,-16.05426,155.5967,-177.2752,0.007053765,1,221.8745,49.64325,0.1169369,1,0
61444.3,-42.76162,-16.05426,155.5967,-177.2752,0.007053765,1,221.8745,53.36951,0.1169369,0,0
61444.4,-94.30463,-16.01861,155.8604,-176.7149,0.00735004,1,221.9423,53.36951,0.1169369,0,0
61444.5,-83.30276,-16.01861,155.8604,-176.7149,0.00735004,1,221.9423,53.36951,0.1169369,0,0
61444.6,-87.53562,-16.05975,156.0471,0.002746622,0.007393933,1,221.9694,53.36951,0.1169369,0,0
61444.7,-77.27316,-16.05975,156.0471,0.002746622,0.007393933,1,221.9694,53.36951,0.1169369,0,0
61444.8,-57.86923,-15.97471,156.514,179.901,0.007602423,1,222.0236,53.36951,0.1169369,0,0
61444.9,-37.06773,-15.97471,156.514,179.901,0.007602423,1,222.0236,53.36951,0.1169369,0,0
61445,-16.5275,-15.52758,157.0523,178.4013,0.007986485,1,222.1049,53.36951,0.1169369,0,0
61445.1,18.23731,-15.52758,157.0523,178.4013,0.007986485,1,222.1049,53.36951,0.1169369,0,0
61445.2,-2.259309,-15.16274,157.3818,0.002746622,0.008151082,1,222.1049,53.36951,0.1169369,0,0
61445.3,-9.119507,-15.16274,157.3818,0.002746622,0.008151082,1,222.1049,49.44272,0.1169369,1,0
61445.4,-86.05612,-14.75401,157.6619,0.002746622,0.008710714,1,222.1049,41.58913,0.1169369,0,0
61445.5,-125.3529,-14.75401,157.6619,0.002746622,0.008710714,1,222.1049,41.58913,0.1169369,0,0
61445.6,-100.2784,-14.33157,158.2057,178.6815,0.009281319,1,222.1184,41.58913,0.1169369,0,0
61445.7,-99.65952,-14.33157,158.2057,178.6815,0.009281319,1,222.1184,41.58913,0.1169369,0,0
61445.8,-86.35861,-13.81311,159.1724,177.1434,0.009720246,1,222.1727,41.58913,0.1169369,0,0
61445.9,-57.38638,-13.81311,159.1724,177.1434,0.009720246,1,222.1727,41.58913,0.1169369,0,0
61446,-4.623246,-13.20413,160.183,175.1713,0.01038961,1,222.2268,41.58913,0.1169369,0,0
61446.1,27.58006,-13.20413,160.183,175.1713,0.01038961,1,222.2268,41.58913,0.1169369,0,0
61446.2,12.86966,-12.78169,160.7158,174.3363,0.01117968,1,222.254,41.58913,0.1169369,0,0
61446.3,10.13128,-12.78169,160.7158,174.3363,0.01117968,1,222.254,41.58913,0.1169369,0,0
61446.4,58.60197,-12.2358,161.3914,173.7101,0.01155277,1,222.3082,41.58913,0.1169369,0,0
61446.5,106.1527,-12.2358,161.3914,173.7101,0.01155277,1,222.3082,41.58913,0.1169369,0,0
61446.6,126.685,-11.42108,162.0725,171.9907,0.01212337,1,222.3488,41.58913,0.1169369,0,0
61446.7,172.5808,-11.42108,162.0725,171.9907,0.01212337,1,222.3488,43.65698,0.1169369,1,0
61446.8,124.5002,-10.4939,162.8085,172.1061,0.01251841,1,222.3488,47.79269,0.1169369,0,0
61446.9,91.72195,-10.4939,162.8085,172.1061,0.01251841,1,222.3488,47.79269,0.1169369,0,0
61447,91.77407,-9.931552,163.6489,170.5789,0.01269398,1,222.4166,47.79269,0.1169369,0,0
61447.1,105.9344,-9.931552,163.6489,170.5789,0.01269398,1,222.4166,47.79269,0.1169369,0,0
61447.2,83.91381,-9.171699,164.4123,168.5025,0.0134621,1,222.4572,47.79269,0.1169369,0,0
61447.3,2.33845,-9.171699,164.4123,168.5025,0.0134621,1,222.4572,47.79269,0.1169369,0,0
61447.4,-70.39132,-8.208853,165.0714,166.9809,0.01392297,1,222.4437,47.79269,0.1169369,0,0
61447.5,-104.5883,-8.208853,165.0714,166.9809,0.01392297,1,222.4437,47.79269,0.1169369,0,0
61447.6,-117.3536,-6.955232,165.3571,166.7282,0.01393395,1,222.5114,47.79269,0.1169369,0,0
61447.7,-117.9658,-6.955232,165.3571,166.7282,0.01393395,1,222.5114,47.79269,0.1169369,0,0
61447.8,-117.3759,-5.718071,165.5878,165.0967,0.0140327,1,222.5657,47.79269,0.1169369,0,0
61447.9,-114.286,-5.718071,165.5878,165.0967,0.0140327,1,222.5657,47.79269,0.1169369,0,0
61448,-60.99205,-4.788143,166.0601,162.2731,0.01392297,1,222.5792,47.63859,0.1169369,1,0
61448.1,-68.46895,-4.788143,166.0601,162.2731,0.01392297,1,222.5792,47.33037,0.1169369,0,0
61448.2,-54.22369,-3.710083,166.4391,161.6634,0.01381324,1,222.6198,47.33037,0.1169369,0,0
61448.3,14.20646,-3.710083,166.4391,161.6634,0.01381324,1,222.6198,47.33037,0.1169369,0,0
61448.4,34.06163,-2.717064,166.3018,160.1198,0.01402173,1,222.6063,47.33037,0.1169369,0,0
61448.5,42.16715,-2.717064,166.3018,160.1198,0.01402173,1,222.6063,47.33037,0.1169369,0,0
61448.6,47.3981,-1.567682,165.9832,158.9387,0.01398881,1,222.6605,47.33037,0.1169369,0,0
61448.7,45.26826,-1.567682,165.9832,158.9387,0.01398881,1,222.6605,47.33037,0.1169369,0,0
61448.8,18.67576,-0.2290247,165.7855,159.587,0.01349502,1,222.7147,47.33037,0.1169369,0,0
61448.9,-3.293595,-0.2290247,165.7855,159.587,0.01349502,1,222.7147,47.33037,0.1169369,0,0
61449,11.83492,0.8435484,165.7855,156.9722,0.01267203,1,222.7554,47.33037,0.1169369,0,0
61449.1,17.90531,0.8435484,165.7855,156.9722,0.01267203,1,222.7554,47.33037,0.1169369,0,0
61449.2,41.17579,1.943551,165.2197,154.9781,0.01218921,1,222.796,47.73475,0.1169369,1,0
61449.3,38.5025,1.943551,165.2197,154.9781,0.01218921,1,222.796,48.54351,0.1169369,0,0
61449.4,19.98594,3.271237,164.3794,153.9509,0.01164055,1,222.796,48.54351,0.1169369,0,0
61449.5,23.17358,3.271237,164.3794,153.9509,0.01164055,1,222.796,48.54351,0.1169369,0,0
61449.6,51.94543,4.28346,163.7642,152.1491,0.01098216,1,222.8367,48.54351,0.1169369,0,0
61449.7,40.40302,4.28346,163.7642,152.1491,0.01098216,1,222.8367,48.54351,0.1169369,0,0
61449.8,8.073593,5.55354,163.138,151.9184,0.01077367,1,222.8909,48.54351,0.1169369,0,0
61449.9,-7.5969,5.55354,163.138,151.9184,0.01077367,1,222.8909,48.54351,0.1169369,0,0
61450,-16.1131,6.894941,162.2482,150.3308,0.01067491,1,222.9044,48.54351,0.1169369,0,0
61450.1,-13.57831,6.894941,162.2482,150.3308,0.01067491,1,222.9044,48.54351,0.1169369,0,0
61450.2,-6.29206,7.726115,161.3804,147.8424,0.01041156,1,222.9451,48.54351,0.1169369,0,0
61450.3,12.74645,7.726115,161.3804,147.8424,0.01041156,1,222.9451,48.54351,0.1169369,0,0
61450.4,17.55944,8.532603,160.8641,147.7325,0.01032377,1,223.0535,48.54351,0.1169369,0,0
61450.5,64.70158,8.532603,160.8641,147.7325,0.01032377,1,223.0535,47.13748,0.1169369,1,0
61450.6,29.68264,9.361034,160.1556,146.156,0.01056518,1,223.0399,44.32543,0.1169369,0,0
61450.7,22.08572,9.361034,160.1556,146.156,0.01056518,1,223.0399,44.32543,0.1169369,0,0
61450.8,62.77992,10.20044,159.502,143.6236,0.01044448,1,223.0264,44.32543,0.1169369,0,0
61450.9,9.388801,10.20044,159.502,143.6236,0.01044448,1,223.0264,44.32543,0.1169369,0,0
61451,-32.71984,10.96029,158.7769,142.8765,0.01015917,1,223.0671,44.32543,0.1169369,0,0
61451.1,-47.23907,10.96029,158.7769,142.8765,0.01015917,1,223.0671,44.32543,0.1169369,0,0
61451.2,-63.80727,11.24832,158.354,141.679,0.01054323,1,223.0941,44.32543,0.1169369,0,0
61451.3,-52.8467,11.24832,158.354,141.679,0.01054323,1,223.0941,44.32543,0.1169369,0,0
61451.4,-22.26356,11.65705,158.0574,140.7122,0.01083951,1,223.1348,44.32543,0.1169369,0,0
61451.5,-11.15766,11.65705,158.0574,140.7122,0.01083951,1,223.1348,44.32543,0.1169369,0,0
61451.6,-22.68674,12.24957,157.6455,140.4485,0.01070783,1,223.1619,44.32543,0.1169369,0,0
61451.7,-39.98142,12.24957,157.6455,140.4485,0.01070783,1,223.1619,44.32543,0.1169369,0,0
61451.8,-18.02536,12.42788,157.5301,139.7508,0.01069686,1,223.189,44.0641,0.1169369,1,0
61451.9,-39.56177,12.42788,157.5301,139.7508,0.01069686,1,223.189,43.54143,0.1169369,0,0
61452,-46.8487,12.47725,157.2116,138.4654,0.01075172,1,223.2567,43.54143,0.1169369,0,0
61452.1,-37.07905,12.47725,157.2116,138.4654,0.01075172,1,223.2567,43.54143,0.1169369,0,0
61452.2,-13.49136,12.82289,157.0632,137.3174,0.01108092,1,223.2432,43.54143,0.1169369,0,0
61452.3,-29.18524,12.82289,157.0632,137.3174,0.01108092,1,223.2432,43.54143,0.1169369,0,0
61452.4,-31.43832,12.97925,157.3928,136.6307,0.01189293,1,223.2567,43.54143,0.1169369,0,0
61452.5,-24.27207,12.97925,157.3928,136.6307,0.01189293,1,223.2567,43.54143,0.1169369,0,0
61452.6,-12.1678,12.98748,157.6674,135.3178,0.01232089,1,223.3516,43.54143,0.1169369,0,0
61452.7,-0.3154943,12.98748,157.6674,135.3178,0.01232089,1,223.3516,43.54143,0.1169369,0,0
61452.8,3.006674,12.79272,157.8377,133.9445,0.0122331,1,223.3516,43.54143,0.1169369,0,0
61452.9,8.098923,12.79272,157.8377,133.9445,0.0122331,1,223.3516,43.54143,0.1169369,0,0
61453,26.19153,12.57601,158.0245,133.5105,0.01247451,1,223.3516,43.54143,0.1169369,0,0
61453.1,26.69861,12.57601,158.0245,133.5105,0.01247451,1,223.3516,43.54143,0.1169369,0,0
61453.2,68.49265,12.26603,158.4144,132.0109,0.01283663,1,223.3923,44.12856,0.1169369,1,0
61453.3,21.59494,12.26603,158.4144,132.0109,0.01283663,1,223.3923,45.30283,0.1169369,0,0
61453.4,0.76039,11.70643,158.7989,131.4066,0.01280371,1,223.4194,45.30283,0.1169369,0,0
61453.5,22.11931,11.70643,158.7989,131.4066,0.01280371,1,223.4194,45.30283,0.1169369,0,0
61453.6,30.02359,11.42663,159.3097,131.3517,0.01322069,1,223.4464,45.30283,0.1169369,0,0
61453.7,23.74859,11.42663,159.3097,131.3517,0.01322069,1,223.4464,45.30283,0.1169369,0,0
61453.8,20.82527,10.92463,159.8095,129.462,0.01372545,1,223.46,45.30283,0.1169369,0,0
61453.9,15.80316,10.92463,159.8095,129.462,0.01372545,1,223.46,45.30283,0.1169369,0,0
61454,11.24454,10.17575,159.9743,128.5831,0.01340723,1,223.5278,45.30283,0.1169369,0,0
61454.1,6.280863,10.17575,159.9743,128.5831,0.01340723,1,223.5278,45.30283,0.1169369,0,0
61454.2,-0.512887,9.61066,160.5016,128.4732,0.01324264,1,223.5278,45.30283,0.1169369,0,0
61454.3,-6.189108,9.61066,160.5016,128.4732,0.01324264,1,223.5278,45.30283,0.1169369,0,0
61454.4,-43.63945,8.952304,161.0124,127.7756,0.01337431,1,223.5007,45.30283,0.1169369,0,0
61454.5,-36.38392,8.952304,161.0124,127.7756,0.01337431,1,223.5007,46.91714,0.1169369,1,0
61454.6,-60.55377,8.140331,161.2321,124.8422,0.01327555,1,223.582,50.14575,0.1169369,0,0
61454.7,-80.73843,8.140331,161.2321,124.8422,0.01327555,1,223.582,50.14575,0.1169369,0,0
61454.8,-65.95769,7.188457,161.6441,124.1995,0.0132975,1,223.5955,50.14575,0.1169369,0,0
61454.9,3.944788,7.188457,161.6441,124.1995,0.0132975,1,223.5955,50.14575,0.1169369,0,0
61455,29.59366,6.458779,162.0231,126.0397,0.01345113,1,223.582,50.14575,0.1169369,0,0
61455.1,40.46747,6.458779,162.0231,126.0397,0.01345113,1,223.582,50.14575,0.1169369,0,0
61455.2,47.76762,5.58097,162.1604,124.3808,0.01344015,1,223.6633,50.14575,0.1169369,0,0
61455.3,56.97012,5.58097,162.1604,124.3808,0.01344015,1,223.6633,50.14575,0.1169369,0,0
61455.4,67.3048,4.321863,162.4679,123.2217,0.01320972,1,223.6904,50.14575,0.1169369,0,0
61455.5,71.58276,4.321863,162.4679,123.2217,0.01320972,1,223.6904,50.14575,0.1169369,0,0
61455.6,66.99256,3.364504,162.5119,121.9253,0.01281468,1,223.7039,50.14575,0.1169369,0,0
61455.7,94.86431,3.364504,162.5119,121.9253,0.01281468,1,223.7039,48.19782,0.1169369,1,0
61455.8,40.8149,2.579962,162.4789,121.6122,0.0125623,1,223.731,44.30195,0.1169369,0,0
61455.9,-5.763098,2.579962,162.4789,121.6122,0.0125623,1,223.731,44.30195,0.1169369,0,0
61456,-34.79915,1.235818,162.3801,122.8591,0.01220018,1,223.7175,44.30195,0.1169369,0,0
61456.1,-27.5892,1.235818,162.3801,122.8591,0.01220018,1,223.7175,44.30195,0.1169369,0,0
61456.2,-39.40061,0.05077689,162.1768,120.2828,0.01169542,1,223.7446,44.30195,0.1169369,0,0
61456.3,-44.91736,0.05077689,162.1768,120.2828,0.01169542,1,223.7446,44.30195,0.1169369,0,0
61456.4,-43.64232,-0.9806475,162.3801,119.1622,0.01146498,1,223.7581,44.30195,0.1169369,0,0
61456.5,-41.76166,-0.9806475,162.3801,119.1622,0.01146498,1,223.7581,44.30195,0.1169369,0,0
61456.6,-33.28307,-1.990127,161.9132,120.563,0.01144303,1,223.7852,44.30195,0.1169369,0,0
61456.7,-28.46142,-1.990127,161.9132,120.563,0.01144303,1,223.7852,44.30195,0.1169369,0,0
61456.8,-21.57076,-3.131278,161.3859,120.6728,0.0113772,1,223.7988,44.30195,0.1169369,0,0
61456.9,-7.821494,-3.131278,161.3859,120.6728,0.0113772,1,223.7988,44.30195,0.1169369,0,0
61457,3.245104,-4.346494,161.1552,119.4918,0.01083951,1,223.7852,44.30195,0.1169369,0,0
61457.1,57.40122,-4.346494,161.1552,119.4918,0.01083951,1,223.7852,45.61626,0.1169369,1,0
61457.2,28.2339,-5.564454,160.7598,118.8656,0.01019209,1,223.8123,48.2449,0.1169369,0,0
61457.3,18.01632,-5.564454,160.7598,118.8656,0.01019209,1,223.8123,48.2449,0.1169369,0,0
61457.4,58.89727,-6.601365,160.2215,118.3547,0.00945689,1,223.9072,48.2449,0.1169369,0,0
61457.5,65.61131,-6.601365,160.2215,118.3547,0.00945689,1,223.9072,48.2449,0.1169369,0,0
61457.6,57.36488,-7.418825,159.2218,117.3329,0.009182561,1,223.9208,48.2449,0.1169369,0,0
61457.7,31.15097,-7.418825,159.2218,117.3329,0.009182561,1,223.9208,48.2449,0.1169369,0,0
61457.8,10.43235,-8.551748,158.6067,117.9976,0.008842392,1,223.9208,48.2449,0.1169369,0,0
61457.9,-1.799691,-8.551748,158.6067,117.9976,0.008842392,1,223.9208,48.2449,0.1169369,0,0
61458,-8.818626,-9.63529,158.4748,116.7671,0.007777994,1,223.9614,48.2449,0.1169369,0,0
61458.1,-7.768517,-9.63529,158.4748,116.7671,0.007777994,1,223.9614,48.2449,0.1169369,0,0
61458.2,-20.22897,-10.40337,157.629,116.6133,0.007393933,1,223.975,48.2449,0.1169369,0,0
61458.3,-12.09581,-10.40337,157.629,116.6133,0.007393933,1,223.975,47.99065,0.1169369,1,0
61458.4,-58.28199,-11.0727,156.5689,117.6845,0.007306148,1,223.975,47.48215,0.1169369,0,0
61458.5,-84.25221,-11.0727,156.5689,117.6845,0.007306148,1,223.975,47.48215,0.1169369,0,0
61458.6,-84.92359,-12.00263,156.2229,117.4703,0.007097657,1,224.0021,47.48215,0.1169369,0,0
61458.7,-54.10792,-12.00263,156.2229,117.4703,0.007097657,1,224.0021,47.48215,0.1169369,0,0
61458.8,-43.95671,-12.57046,155.8274,117.1681,0.006680677,1,224.0021,47.48215,0.1169369,0,0
61458.9,-31.75191,-12.57046,155.8274,117.1681,0.006680677,1,224.0021,47.48215,0.1169369,0,0
61459,-20.65342,-13.26997,155.0969,115.9321,0.006472186,1,224.0156,47.48215,0.1169369,0,0
61459.1,-11.53843,-13.26997,155.0969,115.9321,0.006472186,1,224.0156,47.48215,0.1169369,0,0
61459.2,-7.503483,-14.16698,154.4927,115.6245,0.006340508,1,224.0698,47.48215,0.1169369,0,0
61459.3,-6.523546,-14.16698,154.4927,115.6245,0.006340508,1,224.0698,47.48215,0.1169369,0,0
61459.4,13.97582,-14.54553,153.8226,115.3114,0.00530903,1,224.1105,47.48215,0.1169369,0,0
61459.5,10.19828,-14.54553,153.8226,115.3114,0.00530903,1,224.1105,47.48215,0.1169369,0,0
61459.6,46.49611,-14.83082,153.3612,114.0535,0.004683559,1,224.1376,45.62803,0.1169369,1,0
61459.7,3.915342,-14.83082,153.3612,114.0535,0.004683559,1,224.1376,41.91979,0.1169369,0,0
61459.8,-19.17484,-15.17646,153.0701,114.9544,0.004497015,1,224.1647,41.91979,0.1169369,0,0
61459.9,14.6846,-15.17646,153.0701,114.9544,0.004497015,1,224.1647,41.91979,0.1169369,0,0
61460,20.51223,-15.60987,152.79,115.5257,0.004628693,1,224.1918,41.91979,0.1169369,0,0
61460.1,20.86979,-15.60987,152.79,115.5257,0.004628693,1,224.1918,41.91979,0.1169369,0,0
61460.2,14.89646,-15.84853,152.6033,113.7788,0.004639666,1,224.246,41.91979,0.1169369,0,0
61460.3,10.96071,-15.84853,152.6033,113.7788,0.004639666,1,224.246,41.91979,0.1169369,0,0
61460.4,7.698336,-15.98569,152.5758,113.3284,0.004343391,1,224.2731,41.91979,0.1169369,0,0
61460.5,5.296617,-15.98569,152.5758,113.3284,0.004343391,1,224.2731,41.91979,0.1169369,0,0
61460.6,2.072026,-16.27646,152.6527,114.46,0.004288525,1,224.2867,41.91979,0.1169369,0,0
61460.7,-2.319276,-16.27646,152.6527,114.46,0.004288525,1,224.2867,41.91979,0.1169369,0,0
61460.8,9.183799,-16.18045,152.7296,114.5753,0.004343391,1,224.2867,41.91979,0.1169369,0,0
61460.9,2.394636,-16.18045,152.7296,114.5753,0.004343391,1,224.2867,41.91979,0.1169369,0,0
61461,35.31039,-16.17222,152.9603,114.7017,0.004497015,1,224.3137,40.89918,0.1169369,1,0
61461.1,-4.150343,-16.17222,152.9603,114.7017,0.004497015,1,224.3137,38.85797,0.1169369,0,0
61461.2,-23.15824,-16.1201,153.3558,113.4327,0.004540908,1,224.3815,38.85797,0.1169369,0,0
61461.3,-14.64109,-16.1201,153.3558,113.4327,0.004540908,1,224.3815,38.85797,0.1169369,0,0
61461.4,8.094511,-15.51661,154.0094,111.2574,0.004913996,1,224.3951,38.85797,0.1169369,0,0
61461.5,8.221799,-15.51661,154.0094,111.2574,0.004913996,1,224.3951,38.85797,0.1169369,0,0
61461.6,8.318128,-15.4206,154.5477,112.6527,0.005495574,1,224.4086,38.85797,0.1169369,0,0
61461.7,8.123235,-15.4206,154.5477,112.6527,0.005495574,1,224.4086,38.85797,0.1169369,0,0
61461.8,7.401619,-15.37945,155.4979,111.955,0.005440708,1,224.5306,38.85797,0.1169369,0,0
61461.9,3.215063,-15.37945,155.4979,111.955,0.005440708,1,224.5306,38.85797,0.1169369,0,0
61462,-0.05136802,-14.80888,156.7007,109.7028,0.005978394,1,224.5983,38.85797,0.1169369,0,0
61462.1,-1.740662,-14.80888,156.7007,109.7028,0.005978394,1,224.5983,38.85797,0.1169369,0,0
61462.2,-7.571626,-14.23556,157.6839,111.2299,0.007086684,1,224.5712,38.85797,0.1169369,0,0
61462.3,-2.401079,-14.23556,157.6839,111.2299,0.007086684,1,224.5712,38.85797,0.1169369,0,0
61462.4,-8.772758,-13.88443,158.6726,109.4776,0.007745075,1,224.6119,38.85797,0.1169369,0,0
61462.5,-8.337267,-13.88443,158.6726,109.4776,0.007745075,1,224.6119,38.85797,0.1169369,0,0
61462.6,33.51632,-13.81311,159.7436,107.5165,0.00852417,1,224.6525,42.70919,0.1169369,1,0
61462.7,-16.87826,-13.81311,159.7436,107.5165,0.00852417,1,224.6525,50.41165,0.1169369,0,0
61462.8,-35.42519,-13.15201,161.0234,108.4888,0.009226453,1,224.6525,50.41165,0.1169369,0,0
61462.9,2.999297,-13.15201,161.0234,108.4888,0.009226453,1,224.6525,50.41165,0.1169369,0,0
61463,2.854365,-12.38942,162.0999,106.7749,0.01006041,1,224.7338,50.41165,0.1169369,0,0
